protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
44	A0A0B4J296|B8ZZU8|I3L0M9|Q15370	Elongin-B OS=Homo sapiens GN=ELOB PE=1 SV=1|Elongin-B OS=Homo sapiens GN=ELOB PE=1 SV=1|Elongin-B (Fragment) OS=Homo sapiens GN=ELOB PE=1 SV=1|Elongin-B OS=Homo sapiens GN=ELOB PE=1 SV=1	ELOB	9126.03|14352.6|17425.2|14957.8	5.48753	0.0	52	117	3	3	0	3	3	126	3.74341e+06	302256.0	484445.0	405442.0	3.47286e+06	2.82473e+06	3.10534e+06	5.20796e+06	4.37114e+06	4.49649e+06	1.0	0.0807437	0.129413	0.108308	0.927727	0.754587	0.82955	1.39124	1.16769	1.20118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	A0A087WW55|A6XGL3|E7EQ64|H0Y8D1|P07477	Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1|Protease serine 1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1|Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1|Trypsin-1 (Fragment) OS=Homo sapiens GN=PRSS1 PE=1 SV=1|Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1	PRSS1	29584.2|28820.0|32000.6|17245.1|29978.5	5.65858	0.0	54	54	4	1	0	2	1	126	1.12652e+06	1.11452e+06	1.39385e+06	984726.0	1.31887e+06	1.43637e+06	1.39627e+06	1.473e+06	1.39548e+06	1.28298e+06	1.0	0.989345	1.2373	0.874128	1.17074	1.27505	1.23945	1.30756	1.23875	1.13888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	Q9C0J8	pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2	WDR33	157716.0	4.97817	0.0	37	37	2	1	0	2	1	126	169713.0	0.0	19663.1	0.0	322214.0	258924.0	230171.0	282758.0	255364.0	167760.0	1.0	0.0	0.115861	0.0	1.89859	1.52566	1.35624	1.6661	1.50468	0.988494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	P35658	Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2	NUP214	235717.0	5.53783	0.0	82	198	4	4	0	4	4	126	2.06472e+06	320638.0	525899.0	379444.0	2.90768e+06	2.36945e+06	2.61714e+06	3.12952e+06	2.68764e+06	2.58128e+06	1.0	0.155293	0.254707	0.183774	1.40826	1.14759	1.26755	1.51571	1.30169	1.25018	0.0	0.158131	0.19834	0.153472	0.330488	0.32572	0.408415	0.521765	0.325434	0.236461
48	P62701	40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2	RPS4X	35995.6	4.80962	0.0	55	107	2	2	0	2	2	126	1.47035e+06	360860.0	512129.0	423587.0	1.51629e+06	1.76953e+06	1.62254e+06	1.65004e+06	1.5281e+06	1.59423e+06	1.0	0.245425	0.348305	0.288087	1.03125	1.20348	1.10351	1.12221	1.03928	1.08425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	P46013	Proliferation marker protein Ki-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2	MKI67	444410.0	6.32355	0.0	108	2581	89	50	6	58	48	126	3.20309e+07	3.27995e+06	4.97956e+06	3.81312e+06	6.4221e+07	5.22771e+07	6.69944e+07	4.77959e+07	3.78253e+07	3.7099e+07	1.0	0.102291	0.154741	0.118956	2.00685	1.63358	2.09272	1.49253	1.18007	1.1576	0.0	0.0641062	0.0879052	0.0743333	0.241744	0.225585	0.220299	0.104984	0.109959	0.0802771
50	P17858	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	PFKL	93672.4	5.21766	0.0	52	82	2	2	0	2	2	126	1.82249e+06	237743.0	347936.0	293283.0	1.77398e+06	1.66464e+06	1.87314e+06	2.75249e+06	2.35877e+06	2.17541e+06	1.0	0.130449	0.190912	0.160924	0.973384	0.913387	1.02779	1.51029	1.29425	1.19365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	A0A0C4DGS5|Q08379	Golgi autoantigen, golgin subfamily a, 2, isoform CRA_a OS=Homo sapiens GN=GOLGA2 PE=1 SV=1|Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3	GOLGA2	124881.0|126308.0	4.70549	0.0	63	63	1	1	0	1	1	126	100351.0	0.0	0.0	0.0	110698.0	81364.0	139214.0	131300.0	75299.2	83382.7	1.0	0.0	0.0	0.0	1.10311	0.810795	1.38727	1.30841	0.750359	0.830911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	A0A087X1A5|O95793|Q5JW30	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=1|Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2|Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=1	STAU1	65682.3|74600.9|65903.5	5.66098	0.0	43	43	1	1	0	1	1	126	1.26538e+06	147035.0	188002.0	155971.0	1.81808e+06	1.5042e+06	1.63602e+06	2.20107e+06	1.5786e+06	1.57952e+06	1.0	0.116199	0.148574	0.123261	1.43679	1.18874	1.29291	1.73946	1.24754	1.24826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	E9PK09|E9PK91|E9PKI6|E9PQN2|Q9NYF8	Bcl-2-associated transcription factor 1 (Fragment) OS=Homo sapiens GN=BCLAF1 PE=1 SV=8|Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=1|Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=1|Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=1|Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	BCLAF1	98668.7|120512.0|103064.0|102890.0|127371.0	5.59831	0.0	63	164	7	4	2	5	4	126	2.44579e+06	294778.0	471025.0	415157.0	3.88173e+06	3.32447e+06	3.66185e+06	3.71697e+06	2.87844e+06	2.60355e+06	1.0	0.11939	0.190405	0.164862	1.58711	1.35926	1.4972	1.51974	1.17599	1.0645	0.0	0.436548	0.381027	0.360328	0.282447	0.16071	0.37875	0.270729	0.142745	0.169291
54	P54886	Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2	ALDH18A1	96184.9	4.91594	0.0	72	72	1	1	0	1	1	126	233435.0	57739.1	75798.9	90117.5	265460.0	269874.0	332710.0	263426.0	250252.0	267395.0	1.0	0.247345	0.324711	0.38605	1.13719	1.1561	1.42528	1.12848	1.07204	1.14548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	C9JA93|Q8TC07	TBC1 domain family member 15 (Fragment) OS=Homo sapiens GN=TBC1D15 PE=1 SV=1|TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2	TBC1D15	38303.9|89981.2	5.18788	0.0	59	105	2	2	0	2	2	126	1.13852e+06	120061.0	149973.0	100816.0	1.36939e+06	1.0894e+06	1.34877e+06	1.63005e+06	1.43763e+06	1.33719e+06	1.0	0.105454	0.131726	0.0885503	1.20278	0.956851	1.18466	1.43173	1.26272	1.17449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	O95400	CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens GN=CD2BP2 PE=1 SV=1	CD2BP2	41289.8	5.81597	0.0	35	59	2	2	1	1	1	126	698328.0	95196.4	140703.0	173213.0	1.18287e+06	911837.0	1.06077e+06	1.00538e+06	747485.0	838329.0	1.0	0.13632	0.201485	0.24804	1.69386	1.30574	1.51901	1.43969	1.07039	1.20048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	Q9UEE9	Craniofacial development protein 1 OS=Homo sapiens GN=CFDP1 PE=1 SV=1	CFDP1	42739.1	5.43367	0.0	62	62	1	1	0	1	1	126	587245.0	71955.8	92208.2	68106.3	943547.0	862253.0	873615.0	887869.0	918135.0	705509.0	1.0	0.122531	0.157018	0.115976	1.60674	1.4683	1.48765	1.51192	1.56346	1.20139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	Q8TD16	Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2 PE=1 SV=1	BICD2	107684.0	5.99273	0.0	116	366	7	7	0	7	7	126	4.63071e+06	289602.0	473991.0	321316.0	4.08382e+06	3.65551e+06	4.14082e+06	6.89354e+06	6.0344e+06	5.10391e+06	1.0	0.0617921	0.100859	0.0689785	0.877587	0.784234	0.89187	1.48851	1.30231	1.10071	0.0	0.130913	0.201643	0.15194	0.217144	0.227657	0.21742	0.143595	0.232968	0.11299
59	Q14008	Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3	CKAP5	274393.0	5.23861	0.0	61	109	2	2	0	2	2	126	636693.0	65771.8	104868.0	85112.3	890407.0	811294.0	821403.0	1.01166e+06	868696.0	807385.0	1.0	0.103302	0.164707	0.133679	1.39849	1.27423	1.29011	1.58893	1.36439	1.26809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	I3L2N2|O14641	Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens GN=DVL2 PE=1 SV=1|Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens GN=DVL2 PE=1 SV=1	DVL2	82681.4|83252.7	6.86594	0.0	111	803	39	10	11	28	10	126	1.09053e+07	548581.0	722337.0	518713.0	1.14659e+07	1.14553e+07	1.20915e+07	1.52678e+07	1.20716e+07	1.16376e+07	1.0	0.0508407	0.0669264	0.0471552	1.05441	1.05463	1.10828	1.40023	1.10783	1.06317	0.0	0.0582019	0.0928089	0.0568678	0.160885	0.193735	0.114495	0.17662	0.175258	0.201323
61	E5RFR9|P63151	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (Fragment) OS=Homo sapiens GN=PPP2R2A PE=1 SV=1|Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1	PPP2R2A	26658.7|58763.5	5.41991	0.0	43	67	2	2	0	2	2	126	1.61449e+06	858031.0	1.12354e+06	1.1377e+06	1.69452e+06	1.52844e+06	2.17665e+06	1.88383e+06	1.56167e+06	1.88386e+06	1.0	0.531456	0.695909	0.70468	1.04957	0.946699	1.3482	1.16683	0.967283	1.16685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	B4DDD6|H0Y5J4|Q9UJU6	Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1|Drebrin-like protein (Fragment) OS=Homo sapiens GN=DBNL PE=1 SV=1|Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1	DBNL	49843.3|43913.2|52760.8	4.88764	0.0	68	131	2	2	0	2	2	126	508388.0	0.0	17269.4	15714.3	435213.0	417467.0	435455.0	813412.0	650627.0	499394.0	1.0	0.0	0.033969	0.03091	0.856064	0.821159	0.856542	1.59998	1.27979	0.982309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	Q9Y5B9	FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1	SUPT16H	144588.0	4.77042	0.0	39	39	1	1	0	1	1	126	155490.0	46926.2	40585.8	36663.7	235146.0	189822.0	239610.0	450405.0	402896.0	248451.0	1.0	0.301795	0.261019	0.235795	1.51229	1.2208	1.541	2.89668	2.59114	1.59786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	Q7Z417	Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens GN=NUFIP2 PE=1 SV=1	NUFIP2	89595.3	5.23489	0.0	54	81	2	2	0	2	2	126	395029.0	0.0	45737.3	47349.1	663070.0	633601.0	651263.0	622644.0	527779.0	431385.0	1.0	0.0	0.115782	0.119863	1.67854	1.60394	1.64865	1.5762	1.33605	1.09203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65	A0A087WUY7|B4DGW0|O75925|O75928	E3 SUMO-protein ligase PIAS2 (Fragment) OS=Homo sapiens GN=PIAS2 PE=1 SV=1|E3 SUMO-protein ligase PIAS2 OS=Homo sapiens GN=PIAS2 PE=1 SV=1|E3 SUMO-protein ligase PIAS1 OS=Homo sapiens GN=PIAS1 PE=1 SV=2|E3 SUMO-protein ligase PIAS2 OS=Homo sapiens GN=PIAS2 PE=1 SV=3	PIAS2|PIAS1	67853.7|36489.3|80040.2|76446.6	5.36102	0.0	79	79	1	1	0	1	1	126	723292.0	38992.3	58926.9	49343.5	1.11063e+06	1.03173e+06	1.01181e+06	1.00652e+06	942740.0	790798.0	1.0	0.0539095	0.0814704	0.0682207	1.53552	1.42643	1.3989	1.39158	1.3034	1.09333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	C9JQA4|C9JRC7|O43683	Mitotic checkpoint serine/threonine-protein kinase BUB1 (Fragment) OS=Homo sapiens GN=BUB1 PE=1 SV=1|Mitotic checkpoint serine/threonine-protein kinase BUB1 (Fragment) OS=Homo sapiens GN=BUB1 PE=1 SV=1|Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens GN=BUB1 PE=1 SV=1	BUB1	19287.9|17912.2|140172.0	4.81758	0.0	47	47	1	1	0	1	1	126	421759.0	46822.8	80494.4	56096.1	549035.0	492743.0	431896.0	669363.0	562329.0	460946.0	1.0	0.111018	0.190854	0.133005	1.30177	1.1683	1.02403	1.58707	1.33329	1.09291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	Q9UPQ9	Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens GN=TNRC6B PE=1 SV=4	TNRC6B	216112.0	4.78997	0.0	110	110	1	1	0	1	1	126	42632.7	0.0	0.0	0.0	68552.5	96032.8	92449.2	107929.0	95892.6	78831.8	1.0	0.0	0.0	0.0	1.60798	2.25256	2.1685	2.5316	2.24927	1.84909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	D6RC80|Q7Z3T8	Zinc finger FYVE domain-containing protein 16 (Fragment) OS=Homo sapiens GN=ZFYVE16 PE=1 SV=2|Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens GN=ZFYVE16 PE=1 SV=3	ZFYVE16	5549.94|192172.0	5.58573	0.0	32	32	1	1	0	1	1	126	1.12171e+06	95384.4	97914.0	92588.7	1.80626e+06	1.4005e+06	1.6118e+06	1.528e+06	1.18926e+06	1.09079e+06	1.0	0.0850347	0.0872898	0.0825424	1.61027	1.24854	1.43691	1.36221	1.06022	0.972437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	A6NEM2|P51610	Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2|Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2	HCFC1	230759.0|225560.0	5.85793	0.0	64	257	6	6	0	6	6	126	3.5106e+06	274040.0	490237.0	368862.0	4.73605e+06	3.98931e+06	4.77071e+06	5.16729e+06	4.16172e+06	3.98579e+06	1.0	0.0788052	0.139645	0.105681	1.34647	1.13636	1.35911	1.47002	1.18503	1.13694	0.0	0.028863	0.0829442	0.0688394	0.127865	0.186609	0.163158	0.152989	0.131275	0.122738
70	E9PK25|E9PLJ3|E9PP50|E9PQB7|G3V1A4|P23528|Q9Y281	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=1|Cofilin-1 (Fragment) OS=Homo sapiens GN=CFL1 PE=1 SV=1|Cofilin-1 (Fragment) OS=Homo sapiens GN=CFL1 PE=1 SV=8|Cofilin-1 (Fragment) OS=Homo sapiens GN=CFL1 PE=1 SV=1|Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens GN=CFL1 PE=1 SV=1|Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3|Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1	CFL1|CFL2	28901.2|12522.2|23495.3|18955.9|22529.9|24448.9|24224.8	5.76998	0.0	79	79	1	1	0	1	1	126	3.04744e+06	672440.0	978200.0	932063.0	3.40793e+06	3.25949e+06	4.08436e+06	2.7386e+06	2.53389e+06	3.51563e+06	1.0	0.220657	0.320991	0.305852	1.1183	1.06958	1.34026	0.898657	0.831481	1.15363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	A0A0G2JRY5|O00268	Transcription initiation factor TFIID subunit 4 (Fragment) OS=Homo sapiens GN=TAF4 PE=1 SV=1|Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2	TAF4	56909.3|120130.0	4.60209	0.00508906	20	20	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	Q8WWQ0	PH-interacting protein OS=Homo sapiens GN=PHIP PE=1 SV=2	PHIP	237955.0	4.46617	0.0	41	41	1	1	0	1	1	126	119267.0	28649.5	18376.2	36716.5	217807.0	170910.0	179605.0	194347.0	211650.0	136757.0	1.0	0.240212	0.154076	0.30785	1.82621	1.433	1.5059	1.6295	1.77458	1.14664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	J3KT12|P60842	Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1|Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1	EIF4A1	43190.9|50937.0	5.83815	0.0	79	209	5	5	1	4	4	126	3.03256e+06	695267.0	579033.0	585629.0	4.22454e+06	3.7386e+06	4.18043e+06	3.81858e+06	3.41655e+06	3.63513e+06	1.0	0.229267	0.190939	0.193114	1.39306	1.23282	1.37851	1.25919	1.12662	1.1987	0.0	0.411936	0.186744	0.263206	0.536056	0.41731	0.444785	0.399385	0.19218	0.43161
74	Q9Y2W1	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	THRAP3	131746.0	5.64091	0.0	73	207	4	4	0	4	4	126	2.34224e+06	89438.6	147930.0	52268.1	3.45543e+06	3.11585e+06	3.24305e+06	3.54853e+06	2.99557e+06	2.70149e+06	1.0	0.038185	0.0631576	0.0223154	1.47527	1.33028	1.38459	1.51501	1.27893	1.15338	0.0	0.179358	0.159247	0.105994	0.20329	0.293365	0.186117	0.146466	0.22348	0.33145
75	K7EJC1|K7EJR3|P48556|R4GMR5	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=1|26S proteasome non-ATPase regulatory subunit 8 (Fragment) OS=Homo sapiens GN=PSMD8 PE=1 SV=8|26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=2|26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=1	PSMD8	23434.8|32860.1|45315.9|37572.4	4.66729	0.0	29	29	1	1	0	1	1	126	1.10687e+06	93503.0	178683.0	100674.0	933642.0	897614.0	876499.0	1.95251e+06	1.4946e+06	1.34956e+06	1.0	0.0844754	0.161431	0.0909542	0.843499	0.81095	0.791874	1.764	1.3503	1.21927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	Q8N201	Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2	INTS1	262934.0	4.79763	0.0	70	117	2	2	0	2	2	126	602652.0	79794.6	76868.4	85083.4	617223.0	568180.0	695313.0	852344.0	701006.0	655310.0	1.0	0.132406	0.12755	0.141182	1.02418	0.942799	1.15375	1.41432	1.1632	1.08738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	J3KTJ3|P62829	60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1|60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1	RPL23	11414.6|18522.7	5.65545	0.0	35	35	1	1	0	1	1	126	372030.0	170140.0	167914.0	179115.0	298832.0	283659.0	393215.0	363853.0	264734.0	351488.0	1.0	0.457329	0.451344	0.481452	0.803245	0.762461	1.05694	0.978019	0.711593	0.944782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	H7C1M2|P18583	Protein SON (Fragment) OS=Homo sapiens GN=SON PE=1 SV=1|Protein SON OS=Homo sapiens GN=SON PE=1 SV=4	SON	178713.0|289788.0	5.55689	0.0	40	79	5	2	1	2	2	126	1.31668e+06	110637.0	119144.0	108865.0	1.19303e+06	1.01479e+06	1.76127e+06	1.41775e+06	1.14021e+06	1.37608e+06	1.0	0.0840272	0.0904883	0.0826815	0.906095	0.770721	1.33766	1.07676	0.865974	1.04512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79	B1AK85|B1AK87|B1AK88|P47756	F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=1|Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_a OS=Homo sapiens GN=CAPZB PE=1 SV=1|Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_d OS=Homo sapiens GN=CAPZB PE=1 SV=1|F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	CAPZB	33371.4|34776.7|39259.9|36143.2	5.67993	0.0	37	37	1	1	0	1	1	126	195564.0	46337.0	85835.9	61683.7	217401.0	178280.0	179056.0	214899.0	202530.0	180107.0	1.0	0.23694	0.438914	0.315414	1.11166	0.911618	0.915586	1.09887	1.03562	0.920959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80	Q9UKX7	Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2	NUP50	61342.1	5.23508	0.0	51	51	1	1	0	1	1	126	990959.0	69230.8	166471.0	154790.0	998305.0	917307.0	1.1768e+06	1.20691e+06	1.03023e+06	949748.0	1.0	0.0698624	0.16799	0.156202	1.00741	0.925676	1.18754	1.21792	1.03963	0.958412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81	A0A087WYF6|A0A096LPC5|A0A0A0MR88|E7ESD2|F8W7U3|J3KP36|Q641Q2|Q9Y4E1	WASH complex subunit 2A OS=Homo sapiens GN=WASHC2A PE=1 SV=1|WASH complex subunit 2C OS=Homo sapiens GN=WASHC2C PE=1 SV=1|WASH complex subunit 2C OS=Homo sapiens GN=WASHC2C PE=1 SV=1|WASH complex subunit 2A OS=Homo sapiens GN=WASHC2A PE=1 SV=2|WASH complex subunit 2A OS=Homo sapiens GN=WASHC2A PE=1 SV=1|WASH complex subunit 2C OS=Homo sapiens GN=WASHC2C PE=1 SV=3|WASH complex subunit 2A OS=Homo sapiens GN=WASHC2A PE=1 SV=3|WASH complex subunit 2C OS=Homo sapiens GN=WASHC2C PE=1 SV=3	WASHC2A|WASHC2C	161925.0|176398.0|176299.0|166671.0|165654.0|165889.0|176428.0|173226.0	3.78805	0.0	47	105	3	3	1	2	2	126	121204.0	41476.9	23044.3	21823.6	240332.0	194887.0	149712.0	163652.0	146561.0	119175.0	1.0	0.342209	0.190128	0.180058	1.98288	1.60793	1.23521	1.35022	1.20921	0.983259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82	Q92618	Zinc finger protein 516 OS=Homo sapiens GN=ZNF516 PE=1 SV=1	ZNF516	140253.0	3.96238	0.0	69	69	1	1	0	1	1	126	294834.0	18982.7	30752.7	22836.8	367213.0	360109.0	370977.0	449017.0	382365.0	298999.0	1.0	0.0643845	0.104305	0.0774566	1.24549	1.2214	1.25826	1.52295	1.29688	1.01413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	Q9HCS7	Pre-mRNA-splicing factor SYF1 OS=Homo sapiens GN=XAB2 PE=1 SV=2	XAB2	110030.0	4.65371	0.00519481	21	21	1	1	0	1	1	126	393483.0	56506.3	110604.0	111153.0	589285.0	521114.0	559359.0	573359.0	683450.0	420110.0	1.0	0.143605	0.281089	0.282486	1.49761	1.32436	1.42156	1.45714	1.73692	1.06767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	P07437|Q5JP53	Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2|Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=1	TUBB	53305.6|51173.4	5.39739	0.0	75	391	13	3	8	5	3	126	2.08344e+06	500925.0	807994.0	776455.0	2.52264e+06	2.11936e+06	3.00113e+06	2.23924e+06	2.07412e+06	2.51036e+06	1.0	0.240432	0.387818	0.37268	1.21081	1.01724	1.44049	1.07222	0.995528	1.20625	0.0	0.0996133	0.167017	0.0926228	0.559762	0.481678	0.203989	0.491694	0.322047	0.191539
85	B1AUU8|P42566|S4R3U1	Epidermal growth factor receptor substrate 15 OS=Homo sapiens GN=EPS15 PE=1 SV=1|Epidermal growth factor receptor substrate 15 OS=Homo sapiens GN=EPS15 PE=1 SV=2|Epidermal growth factor receptor substrate 15 (Fragment) OS=Homo sapiens GN=EPS15 PE=1 SV=1	EPS15	96435.9|112574.0|11112.0	4.27791	0.0	34	34	1	1	0	1	1	126	38404.4	12084.9	26295.1	26318.3	35127.8	41882.9	120337.0	419645.0	255226.0	58085.6	1.0	0.314675	0.684689	0.685295	0.914682	1.09058	3.13342	10.927	6.64574	1.51247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	P68371	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	TUBB4B	53465.6	5.63499	0.0	50	252	9	1	8	1	1	126	162283.0	47744.6	84995.1	69325.9	153976.0	151904.0	210928.0	140707.0	128159.0	158194.0	1.0	0.294207	0.523748	0.427193	0.948817	0.936049	1.29976	0.867049	0.789725	0.974806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
